0.0,160.3830009098219,159.00208787992779,160.393304088841,160.14682686661482,160.1042929917665
1.0,3227.900068023576,1515.2321255202803,2039.0331946411984,3821.3013017954463,4300.1036646095745
2.0,6112.725498593722,2923.3670260925096,3934.0834347577393,7350.385159466052,8358.202713987319
3.0,8832.314589256152,4367.518866120823,5839.368703502954,10759.811292385899,12332.941698464667
4.0,11401.916616564751,5834.890575790528,7749.402383566781,14059.884012061051,16223.655026403629
5.0,13834.879968607926,7314.929994324868,9659.363038668396,17259.700890371674,20030.33846020112
6.0,16143.143667684672,8798.846188460153,11564.78244714383,20366.81394307303,23753.31476221762
7.0,18337.09783652751,10279.566443518795,13461.909359343717,23387.96778271931,27393.297418148246
8.0,20425.79843009041,11751.560149394216,15347.358020029875,26328.68392453001,30951.278233167148
9.0,22417.502754517704,13210.063308364706,17217.911509880632,29193.760609348916,34428.56401909042
10.0,24319.364536961748,14651.596452404492,19071.227203597082,31987.412297307204,37826.52434411539
11.0,26137.902203460137,16073.190060533354,20904.879363638403,34713.14590494546,41146.488788144816
12.0,27879.048678867024,17472.569827125746,22717.07289302172,37374.16661937915,44390.31479200302
13.0,29547.83829635671,18848.049422053184,24505.94199684415,39973.27182902678,47559.533449400966
14.0,31149.130598993466,20198.18315852781,26270.065163956388,42512.864263369614,50655.79145800585
15.0,32687.109755527632,21522.1734725043,28008.54674328724,44995.13962943173,53680.86662958981
16.0,34165.64917330927,22819.086528199347,29720.27650538646,47421.909873309814,56636.46158719164
17.0,35588.27523002084,24088.738074069723,31404.45806214816,49795.04044011773,59524.206542003194
18.0,36958.18226291699,25330.78716092877,33060.50177335234,52116.22781630198,62345.73739516828
19.0,38278.162539776116,26545.249392617523,34687.92286039818,54386.75614402249,65102.67134432184
20.0,39551.124416821935,27732.116922672074,36286.46097887481,56607.89156779953,67796.59033169996
21.0,40779.431856366195,28891.49238790433,37855.885272149,58780.94633489354,70429.18462627151
22.0,41965.22608208022,30023.764988712108,39395.98331632956,60907.10707804315,73001.75614192575
23.0,43110.8186578402,31129.11376446489,40906.70373714679,62987.44105272299,75516.0214399556
24.0,44218.09382402162,32208.06547366636,42388.04014811167,65023.00847187077,77973.44711279626
25.0,45288.78248099318,33260.97470165298,43840.24021460883,67014.77976768753,80375.35251494205
26.0,46324.650994746065,34288.30202838557,45263.343445451,68963.56168495261,82722.92165614924
27.0,47327.4102704978,35290.588392011596,46657.553450875406,70870.49407442436,85017.74930770742
28.0,48298.288054111224,36268.31881710438,48023.14932582282,72736.2839484158,87261.03978363771
29.0,49238.647336162874,37221.98613522072,49360.41945975194,74561.83888128442,89453.93692128325
30.0,50149.969678955524,38152.139731357674,50669.65963909581,76348.04483045844,91597.81831490928
31.0,51033.32305802286,39059.442084709204,51951.30897535288,78095.56712779438,93693.80000779005
32.0,51889.92495241619,39944.03755764622,53205.60050334887,79805.35361944411,95742.93811543818
33.0,52720.79406100734,40806.86501736092,54433.129421737474,81478.10938840556,97746.36877463879
34.0,53526.85958384444,41648.225370758744,55634.03973987887,83114.45256182256,99705.20831634279
35.0,54309.13500494026,42468.78229238988,56809.041224414024,84715.39281885866,101620.44441292287
36.0,55068.592538038465,43268.911552190504,57958.31403773987,86281.43431832234,103493.18264946452
37.0,55806.01931994231,44049.30898750664,59082.51323856648,87813.3126116531,105324.18642533432
38.0,56522.121256906226,44810.35239576799,60181.838939538946,89311.82532722133,107114.71949976141
39.0,57217.79470255889,45552.42794487167,61256.86062016969,90777.62602642458,108865.51454878518
40.0,57893.82852848554,46276.12809042535,62308.16918099902,92211.44739680762,110577.49138254591
41.0,58550.669037487525,46981.99297435684,63336.17528471875,93613.7146148713,112251.537446726
42.0,59189.19047029383,47670.36992007722,64341.093848430915,94985.20401281581,113888.55500770888
43.0,59809.92658327798,48341.690031518134,65323.58825821064,96326.55446927989,115489.48635616981
44.0,60413.578678559425,48996.47029108518,66284.13589085618,97638.59358883525,117054.86548526511
45.0,61000.64289902263,49635.109195342455,67222.99615042472,98921.70533469677,118585.71681515766
46.0,61571.73555542495,50258.05019800723,68140.74797299074,100176.44141145155,120082.63819625153
47.0,62127.22842422379,50865.65714983323,69037.809802186,101403.5607314764,121546.43383702697
48.0,62667.651450711375,51458.44887879957,69914.6102288647,102603.6654649547,122977.99202014973
49.0,63193.77932531245,52036.52788596426,70771.62219945871,103777.12240065093,124377.83296348022
50.0,63705.75221916639,52600.66939973753,71609.17115027091,104924.64905843133,125746.73689225987
